ALFABETA;PRINCIPIO ACTIVO;MARCA COMERCIAL;PRESENTACION;LABORATORIO;PVP PAMI AL 01/09/2025;COBERTURA;IMPORTE AFILIADO
708;ergotamina+cafeína+asoc.;TETRALGIN;comp.x 50;Siegfried;$ 22373.87;50%;$ 11186.94
48616;espironolactona+furosemida;ERROLON E;25/20 mg comp.x 30;Siegfried;$ 21352.31;50%;$ 10676.16
48617;espironolactona+furosemida;ERROLON E;25/40 mg comp.x 30;Siegfried;$ 22243.74;50%;$ 11121.87
38676;estroncio,ranelato;OSTEOVITAL;sob.x 30 x 2 g;Siegfried;$ 19185.13;50%;$ 9592.57
54087;etoricoxib;ETIX;120 mg comp.rec.x 10;Siegfried;$ 18223.85;50%;$ 9111.93
54084;etoricoxib;ETIX;60 mg comp.rec.x 30;Siegfried;$ 24240.71;50%;$ 12120.36
54085;etoricoxib;ETIX;90 mg comp.rec.x 10;Siegfried;$ 17141.77;50%;$ 8570.89
54086;etoricoxib;ETIX;90 mg comp.rec.x 30;Siegfried;$ 40957.99;50%;$ 20479
57733;famotidina;GASTROSEDOL NF;20 mg comp.x 30;Siegfried;$ 9331.26;40%;$ 5598.76
57734;famotidina;GASTROSEDOL NF;20 mg comp.x 60;Siegfried;$ 17192.51;40%;$ 10315.51
57735;famotidina;GASTROSEDOL NF;40 mg comp.x 30;Siegfried;$ 18233.37;40%;$ 10940.02
45632;fluconazol;MICORAL FLUCO;cáps.x 1;Siegfried;$ 4808.7;50%;$ 2404.35
45633;fluconazol;MICORAL FLUCO;cáps.x 2;Siegfried;$ 10126.94;50%;$ 5063.47
45634;fluconazol;MICORAL FLUCO;cáps.x 4;Siegfried;$ 17693.01;50%;$ 8846.51
12818;furosemida;ERROLON;comp.x 50;Siegfried;$ 11604.33;80%;$ 2320.87
542;furosemida+amilorida;ERROLON A;comp.x 20;Siegfried;$ 7547.48;50%;$ 3773.74
5250;furosemida+amilorida;ERROLON A;comp.x 50;Siegfried;$ 16565.8;50%;$ 8282.9
1574;glibenclamida;EUGLUCON;comp.x 30;Siegfried;$ 8111.39;100%;$ 0
1575;glibenclamida;EUGLUCON;comp.x 60;Siegfried;$ 16056.48;100%;$ 0
30998;glucosamina;GLUCO ARRUMALON;400 mg iny.a.x 12+12;Siegfried;$ 17270.39;50%;$ 8635.2
30997;glucosamina;GLUCO ARRUMALON;400 mg iny.a.x 6+6;Siegfried;$ 9063.63;50%;$ 4531.82
37343;glucosamina;GLUCO ARRUMALON;500 mg comp.rec.x 60;Siegfried;$ 17058.81;50%;$ 8529.41
30996;glucosamina,potásica;GLUCO ARRUMALON;1500 mg gran.sobres x 30;Siegfried;$ 29450.25;50%;$ 14725.13
3883;griseofulvina;GRISOVIN FP;500 mg comp.x 24;Siegfried;$ 23754.61;50%;$ 11877.31
2047;hidrocortisona;MICROSONA;0.5% cr.x 15 g;Siegfried;$ 5166.66;50%;$ 2583.33
2048;hidrocortisona;MICROSONA;1% cr.x 15 g;Siegfried;$ 5479.89;50%;$ 2739.95
2050;hidrocortisona;MICROSONA;2% cr.x 15 g;Siegfried;$ 6617.38;50%;$ 3308.69
39973;hierro+vit.b12+fólico,ác.;SIDERBLUT COMPLEX;comp.x 30;Siegfried;$ 15508.9;50%;$ 7754.45
39974;hierro+vit.b12+fólico,ác.;SIDERBLUT COMPLEX;comp.x 60;Siegfried;$ 28004.14;50%;$ 14002.07
43810;hierro,polimaltosato;SIDERBLUT POLI;comp.x 30;Siegfried;$ 10240.05;50%;$ 5120.03
43811;hierro,polimaltosato;SIDERBLUT POLI;comp.x 60;Siegfried;$ 18433.16;50%;$ 9216.58
38965;hierro,polimaltosato;SIDERBLUT GOTAS;gts.x 20 ml;Siegfried;$ 7582.04;50%;$ 3791.02
2583;hierro,sulfato;SIDERBLUT;comp.x 30;Siegfried;$ 12695.5;50%;$ 6347.75
20149;hierro,sulfato;SIDERBLUT;comp.x 60;Siegfried;$ 22857.55;50%;$ 11428.78
13853;hierro,sulfato;FER IN SOL;jbe.x 120 ml;Siegfried;$ 2588.02;50%;$ 1294.01
10640;hierro,sulfato;FER IN SOL;sol.x 20 ml;Siegfried;$ 8575.21;50%;$ 4287.61
38922;ibandrónico,ác.;BONVIVA;150 mg comp.rec.x 1;Siegfried;$ 20784.01;50%;$ 10392.01
40641;ibandrónico,ác.;DELTROX;150 mg comp.rec.x 1;Siegfried;$ 21769.39;50%;$ 10884.7
48157;indapamida;NORANAT SR;1.5 mg comp.rec.LP x 30;Siegfried;$ 10266.06;50%;$ 5133.03
4737;indapamida;NORANAT;comp.x 30;Siegfried;$ 7978.35;50%;$ 3989.18
4738;indapamida;NORANAT;comp.x 60;Siegfried;$ 11241.87;50%;$ 5620.94
26051;isotretinoína;ROACCUTAN;10 mg cáps.x 30;Siegfried;$ 50513.46;50%;$ 25256.73
26052;isotretinoína;ROACCUTAN;20 mg cáps.x 30;Siegfried;$ 93038.07;50%;$ 46519.04
2045;ketoconazol;MICORAL;comp.x 10;Siegfried;$ 7269.41;40%;$ 4361.65
2046;ketoconazol;MICORAL;comp.x 30;Siegfried;$ 13418.34;40%;$ 8051
12094;ketoconazol;MICORAL;cr.x 30 g;Siegfried;$ 6898.71;40%;$ 4139.23
6121;ketoconazol;MICORAL;shamp.x 100 ml;Siegfried;$ 14494.99;40%;$ 8696.99
2051;ketoconazol+hidrocort.+gentamic.;MICROSONA C;cr.x 15 g;Siegfried;$ 12594.69;40%;$ 7556.81
54010;lactogluconato,calcio+calcio,car;CALCIO BASE EFERVESCENTE D3 200;comp.eferv.x 30;Siegfried;$ 9218.17;60%;$ 3687.27
54011;lactogluconato,calcio+calcio,car;CALCIO BASE EFERVESCENTE D3 400;comp.eferv.x 30;Siegfried;$ 11352.08;60%;$ 4540.83
50455;levetiracetam;LEVITAL;1000 mg comp.rec.x 30;Siegfried;$ 136235.93;50%;$ 68117.97
50453;levetiracetam;LEVITAL;500 mg comp.rec.x 30;Siegfried;$ 67379.19;50%;$ 33689.6
50454;levetiracetam;LEVITAL;500 mg comp.rec.x 60;Siegfried;$ 130996.1;50%;$ 65498.05
52192;levetiracetam;LEVITAL;sol.oral x 200 ml;Siegfried;$ 104224.24;50%;$ 52112.12
478;levodopa+benserazida;MADOPAR HBS;125 mg cáps.x 50;Siegfried;$ 13729.19;80%;$ 2745.84
14144;levodopa+benserazida;MADOPAR DISPERSABLE;125 mg tab.dispers.x 100;Siegfried;$ 34260.28;80%;$ 6852.06
7516;levodopa+benserazida;MADOPAR;250 mg comp.x 30;Siegfried;$ 25712.58;80%;$ 5142.52
7515;levodopa+benserazida;MADOPAR;250 mg comp.x 50;Siegfried;$ 42638.72;80%;$ 8527.74
19636;levodopa+benserazida;MADOPAR DISPERSABLE;62.5 mg tab.dispers.x100;Siegfried;$ 28420.57;80%;$ 5684.11
41727;levofloxacina;ANUAR;500 mg comp.rec.x 7;Siegfried;$ 13130.83;60%;$ 5252.33
41728;levofloxacina;ANUAR;750 mg comp.rec.x 5;Siegfried;$ 14981.9;60%;$ 5992.76
8897;lorazepam;APLACASSE;1 mg comp.x 50;Siegfried;$ 6865.48;50%;$ 3432.74
8899;lorazepam;APLACASSE;2.5 mg comp.x 50;Siegfried;$ 8254.39;50%;$ 4127.2
18902;meloxicam;TENARON;15 mg comp.x 10;Siegfried;$ 1548;50%;$ 774
22807;meloxicam;TENARON;15 mg comp.x 20;Siegfried;$ 3067.01;50%;$ 1533.51
18901;meloxicam;TENARON;7.5 mg comp.x 15;Siegfried;$ 1750.38;50%;$ 875.19
54749;mesalazina;BUFEXAN AP;1200 mg comp.rec.l.p.x60;Siegfried;$ 234392.63;50%;$ 117196.32
43207;metformina;METGLUCON 1000 AP;1000 mg comp.rec.AP x 60;Siegfried;$ 22099.31;100%;$ 0
43206;metformina;METGLUCON 1000 AP;1000mg comp.rec. AP x 30;Siegfried;$ 11828.22;100%;$ 0
48243;metformina;METGLUCON 500 AP;500 mg comp.rec.AP x 30;Siegfried;$ 10541.83;100%;$ 0
48241;metformina;METGLUCON 500 AP;500 mg comp.rec.AP x 60;Siegfried;$ 20032.31;100%;$ 0
42286;metformina;METGLUCON 850 AP;850 mg comp.rec.AP x 30;Siegfried;$ 8513.58;100%;$ 0
42287;metformina;METGLUCON 850 AP;850 mg comp.rec.AP x 60;Siegfried;$ 17028.43;100%;$ 0
28164;metformina;GLUCAMINOL FORTE;850 mg comp.x 30;Siegfried;$ 7114.22;100%;$ 0
28165;metformina;GLUCAMINOL FORTE;850 mg comp.x 60;Siegfried;$ 14114.08;100%;$ 0
44679;metformina+glibenclamida;METGLUCON DUO;500/5 mg comp.x 30;Siegfried;$ 8856.39;80%;$ 1771.28
44680;metformina+glibenclamida;METGLUCON DUO;500/5 mg comp.x 60;Siegfried;$ 13578.72;80%;$ 2715.74
44676;mometasona furoato;HEXALER BRONQUIAL;200 mcg cáps.p/inh.x 60;Siegfried;$ 23296.41;50%;$ 11648.21
44675;mometasona furoato;HEXALER BRONQUIAL;200mcg cáp.inh.c/dispx30;Siegfried;$ 25019.66;50%;$ 12509.83
44678;mometasona furoato;HEXALER BRONQUIAL;400 mcg cáps.p/inh.x 60;Siegfried;$ 25748.89;50%;$ 12874.45
44677;mometasona furoato;HEXALER BRONQUIAL;400mcg cáp.inh.c/dispx30;Siegfried;$ 25588.7;50%;$ 12794.35
44672;mometasona furoato;MOMETAX;cr.x 15 g;Siegfried;$ 8326.62;50%;$ 4163.31
44673;mometasona furoato;MOMETAX;cr.x 30 g;Siegfried;$ 15089.74;50%;$ 7544.87
44674;mometasona furoato;MOMETAX;loc.x 30 ml;Siegfried;$ 13764.05;50%;$ 6882.03
41006;mometasona furoato;HEXALER NASAL;spray nasal x 120 ds.;Siegfried;$ 11482.96;50%;$ 5741.48
49181;mometasona+formoterol;HEXALER BRONQUIAL DUO;200/10mcg cáps.p/inh.x60;Siegfried;$ 57622.77;50%;$ 28811.39
49180;mometasona+formoterol;HEXALER BRONQUIAL DUO;400/10mcg cáps.p/inh.x60;Siegfried;$ 58936.27;50%;$ 29468.14
52169;montelukast;AIREAL 10;10 mg comp.rec.x 30;Siegfried;$ 36685.29;50%;$ 18342.65
53189;montelukast;AIREAL 10;10 mg comp.rec.x 60;Siegfried;$ 70255.45;50%;$ 35127.73
52171;montelukast;AIREAL 4;4 mg comp.mast.x 30;Siegfried;$ 32659.05;50%;$ 16329.53
53187;montelukast;AIREAL 4;4 mg comp.mast.x 60;Siegfried;$ 57666.2;50%;$ 28833.1
52170;montelukast;AIREAL 5;5 mg comp.mast.x 30;Siegfried;$ 35004.84;50%;$ 17502.42
53188;montelukast;AIREAL 5;5 mg comp.mast.x 60;Siegfried;$ 61808.15;50%;$ 30904.08
59687;montelukast+levocetirizina;AIREAL PLUS;10/5 mg comp.rec.x 30;Siegfried;$ 35805.62;50%;$ 17902.81
44671;mupirocina;PALDAR;cr.x 15 g;Siegfried;$ 12915.65;50%;$ 6457.83
29100;nebivolol;NEBILET;5 mg comp.x 28;Siegfried;$ 16782;50%;$ 8391
47059;nebivolol+hidroclorotiazida;NEBILET D;5/12.5 mg comp.x 28;Siegfried;$ 21246.76;50%;$ 10623.38
44431;orlistat;XENICAL;120 mg caps.x 21;Siegfried;$ 2805.89;50%;$ 1402.95
24711;orlistat;XENICAL;120 mg caps.x 42;Siegfried;$ 5527.54;50%;$ 2763.77
21840;orlistat;XENICAL;120 mg caps.x 84;Siegfried;$ 10646.11;50%;$ 5323.06
28406;otilonio,bromuro;SPASMOCTYL 40;comp.x 20;Siegfried;$ 14111.66;50%;$ 7055.83
29101;otilonio,bromuro;SPASMOCTYL 40;comp.x 60;Siegfried;$ 28495.4;50%;$ 14247.7
39632;otilonio,bromuro+diazepam;SPASMOCTYL SOMATICO 40;comp.rec.x 30;Siegfried;$ 25175.83;50%;$ 12587.92
23516;pentoxifilina;PREVISCAN;rtd.600 mg comp.x 30;Siegfried;$ 17413.87;50%;$ 8706.94
2824;piroxicam;PIROXICAM DUPOMAR;20 mg comp.x 10;Siegfried;$ 1621.97;50%;$ 810.99
2825;piroxicam;PIROXICAM DUPOMAR;20 mg comp.x 30;Siegfried;$ 3329.11;50%;$ 1664.56
2832;piroxicam;PIROXICAM DUPOMAR;gel x 50 g;Siegfried;$ 2222.46;50%;$ 1111.23
18699;piroxicam+asoc.;PIROXICAM RELAX;comp.x 10;Siegfried;$ 1670.63;50%;$ 835.32
2831;piroxicam+asoc.;PIROXICAM RELAX;comp.x 30;Siegfried;$ 4025.09;50%;$ 2012.55
21658;polimixina b+neomicina+asoc.;OTOSPORIN;gts.óticas x 10 ml;Siegfried;$ 6562.96;50%;$ 3281.48
21659;polimixina b+neomicina+asoc.;OTOSPORIN L;gts.óticas x 10 ml;Siegfried;$ 7399.16;50%;$ 3699.58
49150;pregabalina;PGB;150 mg cáps.x 30;Siegfried;$ 52763.47;50%;$ 26381.74
49151;pregabalina;PGB 75 MULTIDOSIS;75 mg comp.multid.x 15;Siegfried;$ 17921.32;50%;$ 8960.66
49152;pregabalina;PGB 75 MULTIDOSIS;75 mg comp.multid.x 30;Siegfried;$ 37485.15;50%;$ 18742.58
49149;pregabalina;PGB;75 mg cáps.x 30;Siegfried;$ 34737.04;50%;$ 17368.52
54190;quetiapina;QTP 100;100 mg comp.rec.x 30;Siegfried;$ 78796.99;50%;$ 39398.5
54191;quetiapina;QTP 200;200 mg comp.rec.x 30;Siegfried;$ 101845.87;50%;$ 50922.94
54189;quetiapina;QTP 25;25 mg comp.rec.x 30;Siegfried;$ 47885.42;50%;$ 23942.71
44880;rosuvastatina;ROXOLAN;10 mg comp.rec.x 30;Siegfried;$ 21366.6;50%;$ 10683.3
44881;rosuvastatina;ROXOLAN;20 mg comp.rec.x 30;Siegfried;$ 37852.53;50%;$ 18926.27
52552;rosuvastatina;ROXOLAN;40 mg comp.rec.x 30;Siegfried;$ 67334.13;50%;$ 33667.07
45445;rosuvastatina;ROXOLAN;5 mg comp.rec.x 30;Siegfried;$ 14112.16;50%;$ 7056.08
60243;rosuvastatina+ezetimibe;ROXOLAN PLUS;10/10 cáps.x 30;Siegfried;$ 27234.48;50%;$ 13617.24
60244;rosuvastatina+ezetimibe;ROXOLAN PLUS;20/10 cáps.x 30;Siegfried;$ 47066.84;50%;$ 23533.42
60242;rosuvastatina+ezetimibe;ROXOLAN PLUS;5/10 cáps.x 30;Siegfried;$ 25080.32;50%;$ 12540.16
52092;sacubitrilo+valsartán;ENTRESTO;100 mg comp.rec.x 30;Siegfried;$ 81844.89;80%;$ 16368.98
52093;sacubitrilo+valsartán;ENTRESTO;100 mg comp.rec.x 60;Siegfried;$ 163689.87;80%;$ 32737.97
52094;sacubitrilo+valsartán;ENTRESTO;200 mg comp.rec.x 60;Siegfried;$ 163689.87;80%;$ 32737.97
52091;sacubitrilo+valsartán;ENTRESTO;50 mg comp.rec.x 30;Siegfried;$ 81844.89;80%;$ 16368.98
60957;sitagliptina;SILTRAN;100 mg comp. rec.x 30;Siegfried;$ 77970.08;100%;$ 0
60956;sitagliptina;SILTRAN;50 mg comp. rec.x 30;Siegfried;$ 72436.74;100%;$ 0
60965;sitagliptina+metformina,clorh.;SILTRAN MET;50/1000 mg comp.rec.x 30;Siegfried;$ 60368.95;100%;$ 0
61066;sitagliptina+metformina,clorh.;SILTRAN MET;50/1000 mg comp.rec.x 60;Siegfried;$ 114445;100%;$ 0
60959;sitagliptina+metformina,clorh.;SILTRAN MET;50/500 mg comp. rec.x 30;Siegfried;$ 51560.82;100%;$ 0
60961;sitagliptina+metformina,clorh.;SILTRAN MET;50/850 mg comp. rec.x 30;Siegfried;$ 49815.32;100%;$ 0
61065;sitagliptina+metformina,clorh.;SILTRAN MET;50/850 mg comp. rec.x 60;Siegfried;$ 101491.75;100%;$ 0
2820;sodio,cloruro+asoc.;MAR-V;fco.x 45 ml;Siegfried;$ 7417.91;50%;$ 3708.96
29548;sotalol;SOTACOR;160 mg comp.x 20;Siegfried;$ 20504.05;60%;$ 8201.62
29546;sotalol;SOTACOR;80 mg comp.x 20;Siegfried;$ 14490.58;60%;$ 5796.23
10614;sulfametoxazol+trimetoprima;BACTRIM;IV a.x 5 x 5 ml;Siegfried;$ 22329.9;60%;$ 8931.96
18741;sulfametoxazol+trimetoprima;BACTRIM FORTE;comp.x 10;Siegfried;$ 13602.91;60%;$ 5441.16
18740;sulfametoxazol+trimetoprima;BACTRIM;comp.x 20;Siegfried;$ 10564.88;60%;$ 4225.95
6312;sulfametoxazol+trimetoprima;BACTRIM;jbe.x 100 ml;Siegfried;$ 10267.8;60%;$ 4107.12
11010;sulpirida+clorazep.dipotásico;VEGESTABIL;comp.x 30;Siegfried;$ 16244.73;50%;$ 8122.37
37365;tibolona;CLIMATIX 1.25;1.25 mg comp.x 30;Siegfried;$ 17848.54;50%;$ 8924.27
34128;tibolona;CLIMATIX;2.5 mg comp.x 30;Siegfried;$ 21428.31;50%;$ 10714.16
8142;tioridazina;MELERIL;10 mg comp.rec.x 25;Siegfried;$ 8295.5;50%;$ 4147.75
8144;tioridazina;MELERIL;25 mg comp.rec.x 25;Siegfried;$ 8626.59;50%;$ 4313.3
8143;tioridazina;MELERIL;Rtd.200 mg comp.x 20;Siegfried;$ 22078.82;50%;$ 11039.41
10501;tirotricina+benzocaína;FILOTRICIN A;colut.x 45 ml;Siegfried;$ 11288.96;50%;$ 5644.48
51443;tirotricina+benzocaína;FILOTRICIN A;spray x 30 ml;Siegfried;$ 10940.52;50%;$ 5470.26
13487;tirotricina+benzocaína+asoc.;FILOTRICIN A;caram.x 10;Siegfried;$ 1081.82;50%;$ 540.91
36922;tirotricina+benzocaína+asoc.;FILOTRICIN A;exp.x 6 x 10 caram.;Siegfried;$ 6489.21;50%;$ 3244.61
17883;triamcinolona+asoc.;MANTUS;pda.x 10 g;Siegfried;$ 5733.33;50%;$ 2866.67
17884;triamcinolona+asoc.;MANTUS;pda.x 30 g;Siegfried;$ 9211.58;50%;$ 4605.79
24319;ursodesoxicólico,ác.;UDCA;250 mg cáps.x 30;Siegfried;$ 39519.78;50%;$ 19759.89
38439;ursodesoxicólico,ác.;UDCA;250 mg cáps.x 60;Siegfried;$ 75277.66;50%;$ 37638.83
47677;ursodesoxicólico,ác.;UDCA 300;300 mg cáps.x 30;Siegfried;$ 39519.78;50%;$ 19759.89
47678;ursodesoxicólico,ác.;UDCA 300;300 mg cáps.x 60;Siegfried;$ 75277.66;50%;$ 37638.83
31925;valsartán;DIOVAN;160 mg comp.rec.x 14;Siegfried;$ 17747.05;60%;$ 7098.82
31926;valsartán;DIOVAN;160 mg comp.rec.x 28;Siegfried;$ 34590.51;60%;$ 13836.2
35220;valsartán;DIOVAN;320 mg comp.rec.x 28;Siegfried;$ 38176.36;60%;$ 15270.54
33111;valsartán;DIOVAN IC;40 mg comp.rec.x 14;Siegfried;$ 18512.73;60%;$ 7405.09
31924;valsartán;DIOVAN;80 mg comp.rec.x 28;Siegfried;$ 27044.42;60%;$ 10817.77
40840;valsartán+amlodipina;EXFORGE;10/160 mg comp.rec.x 28;Siegfried;$ 44473.82;50%;$ 22236.91
42087;valsartán+amlodipina;EXFORGE;10/320 mg comp.rec.x 28;Siegfried;$ 56169.37;50%;$ 28084.69
40837;valsartán+amlodipina;EXFORGE;5/160 mg comp.rec.x 14;Siegfried;$ 24027.25;50%;$ 12013.63
40838;valsartán+amlodipina;EXFORGE;5/160 mg comp.rec.x 28;Siegfried;$ 44473.82;50%;$ 22236.91
42085;valsartán+amlodipina;EXFORGE;5/320 mg comp.rec.x 28;Siegfried;$ 57803.8;50%;$ 28901.9
43511;valsartán+amlodipina;EXFORGE;5/80 mg comp.rec.x 28;Siegfried;$ 45335.38;50%;$ 22667.69
45419;valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/12.5/10 mg comp.x 28;Siegfried;$ 54653.72;50%;$ 27326.86
45260;valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/12.5/5 mg comp.x 28;Siegfried;$ 55178.69;50%;$ 27589.35
45420;valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/25/10 mg comp.x 28;Siegfried;$ 55178.69;50%;$ 27589.35
45261;valsartán+hidrocloroti.+amlodip.;EXFORGE D;160/25/5 mg comp.x 28;Siegfried;$ 55178.69;50%;$ 27589.35
45262;valsartán+hidrocloroti.+amlodip.;EXFORGE D;320/25/10 mg comp.x 28;Siegfried;$ 58354.56;50%;$ 29177.28
26725;valsartán+hidroclorotiazida;DIOVAN D;160/12.5 mg comp.rec.x14;Siegfried;$ 20987.68;50%;$ 10493.84
26726;valsartán+hidroclorotiazida;DIOVAN D;160/12.5 mg comp.rec.x28;Siegfried;$ 38117.52;50%;$ 19058.76
33110;valsartán+hidroclorotiazida;DIOVAN D;160/25 mg comp.rec.x 28;Siegfried;$ 38638.01;50%;$ 19319.01
40093;valsartán+hidroclorotiazida;DIOVAN D;320/12.5 mg comp.rec.x28;Siegfried;$ 42936.95;50%;$ 21468.48
40149;valsartán+hidroclorotiazida;DIOVAN D;320/25 mg comp.rec.x 28;Siegfried;$ 42936.95;50%;$ 21468.48
21563;valsartán+hidroclorotiazida;DIOVAN D;80/12.5 mg comp.rec.x 28;Siegfried;$ 32356.02;50%;$ 16178.01
23137;verapamilo;VERAL;rtd.240 mg comp.x 30;Siegfried;$ 27577.86;60%;$ 11031.14
10641;vit.a+vit.c+vit.d;TRI VI SOL;sol.x 20 ml;Siegfried;$ 12423.84;40%;$ 7454.3
53127;vit.d3;TRIP D3;cáps.dura x 1;Siegfried;$ 10552.72;40%;$ 6331.63
53128;vit.d3;TRIP D3;cáps.duras x 3;Siegfried;$ 26316.66;40%;$ 15790
33901;alprazolam;AMZIAX;0.50 mg comp.x 10;Soubeiran Chobe;$ 1903.91;50%;$ 951.96
30085;alprazolam;AMZIAX;0.50 mg comp.x 30;Soubeiran Chobe;$ 3696;50%;$ 1848
30787;alprazolam;AMZIAX;0.50 mg comp.x 60;Soubeiran Chobe;$ 6818.25;50%;$ 3409.13
33902;alprazolam;AMZIAX;1 mg comp.x 10;Soubeiran Chobe;$ 3302.52;50%;$ 1651.26
30086;alprazolam;AMZIAX;1 mg comp.x 30;Soubeiran Chobe;$ 6447.31;50%;$ 3223.66
30788;alprazolam;AMZIAX;1 mg comp.x 60;Soubeiran Chobe;$ 12207.63;50%;$ 6103.82
30087;alprazolam;AMZIAX;2 mg comp.x 30;Soubeiran Chobe;$ 10180.63;50%;$ 5090.32
17904;bismuto,hidróxido+pectina;BISMUTO CHOBET CON PECTINA;comp.mast.x 20;Soubeiran Chobe;$ 9349.28;40%;$ 5609.57
35206;bismuto,hidróxido+pectina;CREMA DE BISMUTO CHOBET CON PECTINA;susp.x 120 ml;Soubeiran Chobe;$ 15616.27;40%;$ 9369.76
8020;bismuto,hidróxido+pectina;CREMA DE BISMUTO CHOBET CON PECTINA;susp.x 240 ml;Soubeiran Chobe;$ 29724.22;40%;$ 17834.53
8019;bismuto,hidróxido+pectina;CREMA DE BISMUTO CHOBET CON PECTINA;susp.x 90ml c/dosif.fant;Soubeiran Chobe;$ 12118.61;40%;$ 7271.17
8018;clofibrato;CLOFIBRATE MAGNESICO CHOBET;comp.x 50;Soubeiran Chobe;$ 22734.11;60%;$ 9093.64
36113;clonazepam;LEPTIC;0.5 mg comp.x 10;Soubeiran Chobe;$ 3519.68;50%;$ 1759.84
36114;clonazepam;LEPTIC;0.5 mg comp.x 30;Soubeiran Chobe;$ 6686.72;50%;$ 3343.36
36115;clonazepam;LEPTIC;0.5 mg comp.x 50;Soubeiran Chobe;$ 10607.2;50%;$ 5303.6
36116;clonazepam;LEPTIC;2 mg comp.x 10;Soubeiran Chobe;$ 4206.97;80%;$ 841.39
36117;clonazepam;LEPTIC;2 mg comp.x 30;Soubeiran Chobe;$ 8039.03;80%;$ 1607.81
36118;clonazepam;LEPTIC;2 mg comp.x 50;Soubeiran Chobe;$ 12294.1;80%;$ 2458.82
18791;fluoxetina;ALENTAL;20 mg comp.rec.x 20;Soubeiran Chobe;$ 9444.9;50%;$ 4722.45
56640;fluoxetina;ALENTAL;20 mg comp.rec.x 30;Soubeiran Chobe;$ 19380.82;50%;$ 9690.41
32658;fluoxetina;ALENTAL;20 mg comp.rec.x 4;Soubeiran Chobe;$ 3345.32;50%;$ 1672.66
18792;fluoxetina;ALENTAL;20 mg comp.rec.x 40;Soubeiran Chobe;$ 21000.48;50%;$ 10500.24
56641;fluoxetina;ALENTAL;20 mg comp.rec.x 60;Soubeiran Chobe;$ 36608.1;50%;$ 18304.05
56810;ibuprofeno+codeína;MENSALGIN FORTE;30/200 mg comp.x 30;Soubeiran Chobe;$ 17350.28;40%;$ 10410.17
33904;ibuprofeno+codeína;MENSALGIN;comp.x 2;Soubeiran Chobe;$ 1525.38;40%;$ 915.23
26659;ibuprofeno+codeína;MENSALGIN;comp.x 20;Soubeiran Chobe;$ 5638.26;40%;$ 3382.96
8021;indapamida;INDAPAMIDA DUREMID;comp.x 50;Soubeiran Chobe;$ 10832.59;50%;$ 5416.3
17581;lorazepam;LORAZEPAN CHOBET;1 mg comp.subl.x 50;Soubeiran Chobe;$ 7353.35;50%;$ 3676.68
32661;lorazepam;LORAZEPAN CHOBET;1 mg comp.subling.x 5;Soubeiran Chobe;$ 1587.36;50%;$ 793.68
6374;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 100;Soubeiran Chobe;$ 8180.29;50%;$ 4090.15
8027;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 20;Soubeiran Chobe;$ 2247.11;50%;$ 1123.56
58565;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 30;Soubeiran Chobe;$ 3734.59;50%;$ 1867.3
8028;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 50;Soubeiran Chobe;$ 4992.89;50%;$ 2496.45
58566;lorazepam;LORAZEPAN CHOBET;1 mg comp.x 60;Soubeiran Chobe;$ 6491.8;50%;$ 3245.9
17582;lorazepam;LORAZEPAN CHOBET;2 mg comp.subl.x 50;Soubeiran Chobe;$ 11129.87;50%;$ 5564.94
32662;lorazepam;LORAZEPAN CHOBET;2 mg comp.subling.x 5;Soubeiran Chobe;$ 1478.73;50%;$ 739.37
8026;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 100;Soubeiran Chobe;$ 12364.45;50%;$ 6182.23
8024;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 20;Soubeiran Chobe;$ 3319.36;50%;$ 1659.68
58567;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 30;Soubeiran Chobe;$ 4199.11;50%;$ 2099.56
8025;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 50;Soubeiran Chobe;$ 7580.38;50%;$ 3790.19
58568;lorazepam;LORAZEPAN CHOBET;2 mg comp.x 60;Soubeiran Chobe;$ 7590.72;50%;$ 3795.36
10055;lorazepam;LORAZEPAN CHOBET;4 mg a.x 1;Soubeiran Chobe;$ 5532.96;50%;$ 2766.48
10056;meperidina;MEPERIDINA CHOBET;100 mg a.x 1;Soubeiran Chobe;$ 4954.37;50%;$ 2477.19
44929;metadona;METACALMANS;10 mg comp.x 25;Soubeiran Chobe;$ 34118.21;50%;$ 17059.11
48951;metadona;METACALMANS;10 mg comp.x 50;Soubeiran Chobe;$ 68236.7;50%;$ 34118.35
44928;metadona;METACALMANS;5 mg comp.x 25;Soubeiran Chobe;$ 19157.57;50%;$ 9578.79
48950;metadona;METACALMANS;5 mg comp.x 50;Soubeiran Chobe;$ 38326.23;50%;$ 19163.12
52499;midazolam;REM CHOBET;15 mg comp.x 10;Soubeiran Chobe;$ 5434.65;50%;$ 2717.33
